name,type,id,rarity,star,armor_type,nationality,oxy_max,s_durability,s_cannon,s_torpedo,s_antiaircraft,s_air,durability1,cannon1,torpedo1,antiaircraft1,air1,reload1,xxx1,hit1,dodge1,speed1,luck1,antisubmarine1,durability2,cannon2,torpedo2,antiaircraft2,air2,reload2,xxx2,hit2,dodge2,speed2,luck2,antisubmarine2,durability3,cannon3,torpedo3,antiaircraft3,air3,reload3,xxx3,hit3,dodge3,speed3,luck3,antisubmarine3,durability4,cannon4,torpedo4,antiaircraft4,air4,reload4,xxx4,hit4,dodge4,speed4,luck4,antisubmarine4,g_durability,g_cannon,g_torpedo,g_antiaircraft,g_air,g_reload,g_xxx,g_hit,g_dodge,g_speed,g_luck,g_antisubmarine,ge_durability,ge_cannon,ge_torpedo,ge_antiaircraft,ge_air,ge_reload,ge_xxx,ge_hit,ge_dodge,ge_speed,ge_luck,ge_antisubmarine
谷风,1,301621,3,2,1,3,0,12,98,0,0,54,336,12,99,29,0,72,0,67,71,42,52,40,418,15,123,36,0,72,0,67,71,42,52,50,582,21,172,50,0,72,0,67,71,42,52,70,827,30,245,71,0,72,0,67,71,42,52,100,8190,118,976,560,0,360,0,996,1050,0,0,398,8180,280,1219,385,0,848,0,-584,-765,0,0,438
朝潮,1,301631,3,2,1,3,0,11,97,0,0,54,312,12,98,28,0,72,0,67,71,42,32,46,388,15,122,35,0,72,0,67,71,42,32,58,541,21,171,48,0,72,0,67,71,42,32,81,769,29,243,69,0,72,0,67,71,42,32,115,7620,114,968,544,0,358,0,984,1050,0,0,460,7610,269,1207,371,0,850,0,-574,-765,0,0,447
大潮,1,301641,3,2,1,3,0,11,97,0,0,54,312,12,98,28,0,72,0,67,71,42,40,42,388,15,122,35,0,72,0,67,71,42,40,52,541,21,171,49,0,72,0,67,71,42,40,73,769,29,244,69,0,72,0,67,71,42,40,104,7620,114,970,548,0,358,0,990,1050,0,0,412,7610,269,1215,375,0,850,0,-578,-765,0,0,442
满潮,1,301651,3,2,1,3,0,11,97,0,0,54,317,12,98,28,0,72,0,67,71,42,48,46,394,15,122,35,0,72,0,67,71,42,48,58,549,21,171,49,0,72,0,67,71,42,48,81,780,29,244,69,0,72,0,67,71,42,48,115,7720,114,972,552,0,360,0,996,1050,0,0,460,7720,269,1213,371,0,848,0,-584,-765,0,0,447
荒潮,1,301661,3,2,1,3,0,11,97,0,0,54,312,12,98,28,0,72,0,67,71,42,32,46,388,15,122,35,0,72,0,67,71,42,32,57,541,21,171,48,0,72,0,67,71,42,32,80,769,29,244,69,0,72,0,67,71,42,32,114,7620,114,970,540,0,360,0,990,1050,0,0,454,7610,269,1215,375,0,848,0,-578,-765,0,0,447
旗风,1,301791,3,2,1,3,0,11,76,0,0,56,252,11,77,26,0,74,0,67,72,44.76,87,46,313,14,96,32,0,74,0,67,72,44.76,87,57,436,19,134,45,0,74,0,67,72,44.76,87,80,620,28,191,64,0,74,0,67,72,44.76,87,115,6140,110,760,508,0,370,0,990,1062,0,0,458,6130,258,1198,347,0,875,0,-578,-770,0,0,449
卷波,1,301801,4,2,1,3,0,13,100,0,0,59,348,13,101,29,0,79,0,69,71,42,40,47,433,16,126,36,0,79,0,69,71,42,40,59,602,23,176,50,0,79,0,69,71,42,40,82,857,32,252,72,0,79,0,69,71,42,40,118,8480,128,1004,568,0,392,0,1020,1050,0,0,470,8480,300,1251,392,0,928,0,-598,-765,0,0,448
霞,1,301811,4,2,1,3,0,12,100,0,0,55,322,12,101,29,0,74,0,67,71,42,70,47,401,15,126,36,0,74,0,67,71,42,70,59,558,21,176,50,0,74,0,67,71,42,70,82,794,30,252,72,0,74,0,67,71,42,70,117,7860,118,1004,572,0,368,0,990,1050,0,0,466,7860,280,1251,388,0,870,0,-578,-765,0,0,450
夕张,2,302011,4,2,1,3,0,24,51,0,0,50,369,24,51,58,0,67,0,48,31,35.5,53,20,459,30,64,72,0,67,0,48,31,35.5,53,25,639,42,89,101,0,67,0,48,31,35.5,53,35,910,60,127,143,0,67,0,48,31,35.5,53,50,9010,240,508,1136,0,334,0,708,456,0,0,200,3600,563,1122,601,0,791,0,0,724,0,0,296
长良,2,302041,2,1,1,3,0,26,51,0,0,47,493,26,52,52,0,64,0,50,31,36,36,20,613,32,65,65,0,64,0,50,31,36,36,25,853,45,90,90,0,64,0,50,31,36,36,35,1214,64,129,129,0,64,0,50,31,36,36,50,12015,256,510,1020,0,316,0,732,456,0,0,200,4205,607,1129,614,0,749,0,0,724,0,0,296
五十铃,2,302051,3,2,1,3,0,22,40,0,0,48,550,22,41,65,0,65,0,50,29,36,33,24,684,28,51,81,0,65,0,50,29,36,33,30,953,39,71,113,0,65,0,50,29,36,33,42,1355,55,101,161,0,65,0,50,29,36,33,59,13420,220,402,1276,0,322,0,732,432,0,0,234,4023,515,948,564,0,758,0,0,723,0,0,337
鬼怒,2,302081,4,2,1,3,0,27,53,0,0,50,494,27,54,57,0,66,0,50,31,36,52,30,615,34,67,71,0,66,0,50,31,36,52,37,856,47,94,99,0,66,0,50,31,36,52,52,1217,68,134,141,0,66,0,50,31,36,52,74,12050,270,534,1124,0,330,0,732,456,0,0,296,3612,638,1142,602,0,780,0,0,724,0,0,386
阿武隈,2,302091,2,1,1,3,0,26,51,0,0,47,493,26,52,52,0,64,0,50,31,36,43,22,613,32,65,65,0,64,0,50,31,36,43,28,853,45,90,90,0,64,0,50,31,36,43,39,1214,64,129,129,0,64,0,50,31,36,43,55,12015,256,510,1020,0,316,0,732,456,0,0,220,4205,607,1129,614,0,749,0,0,724,0,0,317
最上,2,302101,4,2,2,3,0,37,34,0,0,52,686,37,34,35,0,69,0,51,14,29.6,14,11,853,46,43,44,0,69,0,51,14,29.6,14,14,1188,65,60,61,0,69,0,51,14,29.6,14,19,1690,92,85,86,0,69,0,51,14,29.6,14,27,16735,368,340,680,0,344,0,756,204,0,0,108,5352,870,800,468,0,819,0,0,1966,0,0,170
三隈,2,302111,4,2,2,3,0,37,34,0,0,52,686,37,35,35,0,69,0,51,14,29.6,13,11,853,46,44,44,0,69,0,51,14,29.6,13,14,1188,65,61,61,0,69,0,51,14,29.6,13,19,1690,92,86,86,0,69,0,51,14,29.6,13,27,16735,368,342,680,0,344,0,756,204,0,0,108,5352,870,806,468,0,819,0,0,1966,0,0,170
川内,2,302121,3,2,1,3,0,27,63,0,0,51,434,28,63,52,0,68,0,52,29,35.3,42,26,540,35,79,65,0,68,0,52,29,35.3,42,32,752,49,110,90,0,68,0,52,29,35.3,42,45,1069,69,157,128,0,68,0,52,29,35.3,42,64,10585,274,626,1012,0,340,0,768,426,0,0,256,3384,649,697,618,0,800,0,0,1129,0,0,354
神通,2,302131,4,2,1,3,0,28,65,0,0,53,447,29,65,53,0,70,0,52,29,35.3,38,24,556,36,81,66,0,70,0,52,29,35.3,38,30,774,50,114,92,0,70,0,52,29,35.3,38,42,1101,72,162,132,0,70,0,52,29,35.3,38,59,10895,284,648,1048,0,350,0,768,426,0,0,236,3486,676,703,612,0,828,0,0,1129,0,0,335
那珂,2,302141,3,2,1,3,0,28,65,0,0,51,434,28,65,54,0,68,0,52,29,35.3,53,25,540,35,81,67,0,68,0,52,29,35.3,53,31,752,49,113,93,0,68,0,52,29,35.3,53,44,1069,69,162,133,0,68,0,52,29,35.3,53,62,10585,276,646,1052,0,340,0,768,426,0,0,248,3384,654,703,616,0,800,0,0,1129,0,0,345
阿贺野,2,302201,4,2,1,3,0,27,66,0,0,46,540,27,66,61,0,62,0,51,29,35.6,21,19,672,34,82,76,0,62,0,51,29,35.6,21,24,935,47,115,106,0,62,0,51,29,35.6,21,33,1330,68,165,151,0,62,0,51,29,35.6,21,47,13165,270,658,1196,0,308,0,750,432,0,0,186,4213,638,1207,589,0,727,0,0,923,0,0,285
能代,2,302211,5,3,1,3,0,32,70,0,0,50,560,32,70,63,0,66,0,59,29,35.56,55,23,697,40,87,79,0,66,0,59,29,35.56,55,29,970,56,122,110,0,66,0,59,29,35.56,55,40,1380,80,175,156,0,66,0,59,29,35.56,55,58,13660,320,698,1240,0,330,0,870,432,0,0,232,4371,753,1210,574,0,780,0,-20,923,0,0,328
古鹰,3,303011,2,1,2,3,0,39,35,0,0,45,589,40,35,30,0,60,0,38,13,31.05,34,0,733,50,44,37,0,60,0,38,13,31.05,34,0,1020,69,61,52,0,60,0,38,13,31.05,34,0,1450,99,87,74,0,60,0,38,13,31.05,34,0,14355,392,348,588,0,298,0,564,192,0,0,0,4307,928,822,402,0,707,0,0,1768,0,0,0
加古,3,303021,2,1,2,3,0,39,35,0,0,45,589,40,35,30,0,60,0,38,13,31.05,34,0,733,50,44,37,0,60,0,38,13,31.05,34,0,1020,69,61,52,0,60,0,38,13,31.05,34,0,1450,99,87,74,0,60,0,38,13,31.05,34,0,14355,392,348,588,0,298,0,564,192,0,0,0,4307,928,822,402,0,707,0,0,1768,0,0,0
青叶,3,303031,2,1,2,3,0,39,35,0,0,45,601,40,35,31,0,60,0,38,13,32.4,52,0,748,50,44,39,0,60,0,38,13,32.4,52,0,1041,69,61,54,0,60,0,38,13,32.4,52,0,1481,99,87,77,0,60,0,38,13,32.4,52,0,14660,392,348,612,0,298,0,564,198,0,0,0,5131,928,822,416,0,707,0,0,1762,0,0,0
衣笠,3,303041,2,1,2,3,0,39,35,0,0,45,601,40,35,31,0,60,0,38,13,32.4,65,0,748,50,44,39,0,60,0,38,13,32.4,65,0,1041,69,61,54,0,60,0,38,13,32.4,65,0,1481,99,87,77,0,60,0,38,13,32.4,65,0,14660,392,348,612,0,298,0,564,198,0,0,0,5131,928,822,416,0,707,0,0,1762,0,0,0
妙高,3,303071,3,2,2,3,0,36,27,0,0,45,918,36,28,36,0,60,0,43,14,32.4,62,0,1142,45,35,45,0,60,0,43,14,32.4,62,0,1590,63,49,63,0,60,0,43,14,32.4,62,0,2261,90,69,89,0,60,0,43,14,32.4,62,0,22390,358,274,708,0,298,0,630,204,0,0,0,0,850,649,485,0,707,0,0,1766,0,0,0
那智,3,303081,3,2,2,3,0,36,27,0,0,45,918,36,28,36,0,60,0,43,14,32.4,58,0,1142,45,35,45,0,60,0,43,14,32.4,58,0,1590,63,49,63,0,60,0,43,14,32.4,58,0,2261,90,69,89,0,60,0,43,14,32.4,58,0,22390,358,274,708,0,298,0,630,204,0,0,0,0,850,649,485,0,707,0,0,1766,0,0,0
足柄,3,303091,4,2,2,3,0,43,41,0,0,46,732,43,41,32,0,62,0,43,13,28.8,60,0,910,54,51,40,0,62,0,43,13,28.8,60,0,1267,75,72,55,0,62,0,43,13,28.8,60,0,1803,107,102,79,0,62,0,43,13,28.8,60,0,17845,428,408,620,0,308,0,630,192,0,0,0,0,1012,965,430,0,727,0,0,1768,0,0,0
高雄,3,303111,5,3,2,3,0,50,45,0,0,48,738,50,45,33,0,64,0,46,13,31.95,65,0,918,62,56,41,0,64,0,46,13,31.95,65,0,1278,87,79,57,0,64,0,46,13,31.95,65,0,1819,124,112,82,0,64,0,46,13,31.95,65,0,18010,496,448,652,0,320,0,678,192,0,0,0,4500,1112,1057,443,0,753,0,0,1968,0,0,0
爱宕,3,303121,5,3,2,3,0,50,45,0,0,48,738,50,45,33,0,64,0,46,13,31.95,48,0,918,62,56,41,0,64,0,46,13,31.95,48,0,1278,87,79,57,0,64,0,46,13,31.95,48,0,1819,124,112,82,0,64,0,46,13,31.95,48,0,18010,496,448,652,0,320,0,678,192,0,0,0,4500,1112,1057,443,0,753,0,0,1968,0,0,0
摩耶,3,303131,5,3,2,3,0,50,45,0,0,48,738,50,45,33,0,64,0,46,13,31.95,48,0,918,62,56,41,0,64,0,46,13,31.95,48,0,1278,87,79,57,0,64,0,46,13,31.95,48,0,1819,124,112,82,0,64,0,46,13,31.95,48,0,18010,496,448,652,0,320,0,678,192,0,0,0,4500,1112,1057,443,0,753,0,0,1968,0,0,0
鸟海,3,303141,5,3,2,3,0,48,40,0,0,48,738,48,41,33,0,64,0,46,13,31.95,50,0,918,60,51,41,0,64,0,46,13,31.95,50,0,1278,84,71,57,0,64,0,46,13,31.95,50,0,1819,120,102,82,0,64,0,46,13,31.95,50,0,18010,478,404,652,0,320,0,678,192,0,0,0,4500,1094,954,443,0,753,0,0,1968,0,0,0
铃谷,3,303171,4,2,2,3,0,43,39,0,0,49,718,44,39,39,0,66,0,44,13,28.4,15,0,893,55,49,49,0,66,0,44,13,28.4,15,0,1243,77,68,68,0,66,0,44,13,28.4,15,0,1769,109,97,96,0,66,0,44,13,28.4,15,0,17510,434,386,764,0,328,0,654,198,0,0,0,4378,1021,919,519,0,775,0,0,1962,0,0,0
金刚,4,304011,4,2,2,3,0,69,0,0,0,44,1087,69,0,51,0,58,0,22,8,30,43,0,1352,86,0,64,0,58,0,22,8,30,43,0,1882,121,0,89,0,58,0,22,8,30,43,0,2678,172,0,126,0,58,0,22,8,30,43,0,26510,688,0,1004,0,290,0,318,114,0,0,0,19883,1208,0,613,0,685,0,347,681,0,0,0
比叡,4,304021,4,2,2,3,0,69,0,0,0,44,1087,69,0,51,0,59,0,21,8,30,37,0,1352,86,0,64,0,59,0,21,8,30,37,0,1882,120,0,89,0,59,0,21,8,30,37,0,2678,172,0,126,0,59,0,21,8,30,37,0,26510,686,0,1004,0,292,0,312,114,0,0,0,19883,1208,0,613,0,691,0,343,681,0,0,0
榛名,4,304031,4,2,2,3,0,67,0,0,0,44,1087,68,0,51,0,58,0,21,8,30,47,0,1352,85,0,64,0,58,0,21,8,30,47,0,1882,119,0,89,0,58,0,21,8,30,47,0,2678,169,0,126,0,58,0,21,8,30,47,0,26510,674,0,1004,0,290,0,312,114,0,0,0,19883,1206,0,613,0,685,0,343,681,0,0,0
雾岛,4,304041,4,2,2,3,0,69,0,0,0,44,1087,69,0,51,0,59,0,21,8,30,37,0,1352,86,0,64,0,59,0,21,8,30,37,0,1882,120,0,89,0,59,0,21,8,30,37,0,2678,172,0,126,0,59,0,21,8,30,37,0,26510,686,0,1004,0,292,0,312,114,0,0,0,19883,1208,0,613,0,691,0,343,681,0,0,0
天城,4,304051,5,3,2,3,0,80,39,0,0,41,1260,80,39,35,0,54,0,21,9,30,23,0,1567,100,49,44,0,54,0,21,9,30,23,0,2182,140,68,61,0,54,0,21,9,30,23,0,3104,199,98,86,0,54,0,21,9,30,23,0,30725,796,390,684,0,270,0,312,138,0,0,0,23044,1181,923,464,0,638,0,343,672,0,0,0
小比叡,4,304061,4,2,2,3,0,68,31,0,0,44,1062,68,31,46,0,59,0,21,9,30,37,0,1321,85,39,57,0,59,0,21,9,30,37,0,1839,119,54,80,0,59,0,21,9,30,37,0,2617,170,77,114,0,59,0,21,9,30,37,0,25910,678,306,904,0,292,0,312,132,0,0,0,19433,1209,729,611,0,691,0,343,678,0,0,0
扶桑,5,305011,3,2,3,3,0,73,0,0,0,38,1143,74,0,41,0,51,0,20,5,23,13,0,1422,92,0,51,0,51,0,20,5,23,13,0,1980,129,0,71,0,51,0,20,5,23,13,0,2816,184,0,102,0,51,0,20,5,23,13,0,27890,730,0,812,0,252,0,300,78,0,0,0,19516,1207,0,553,0,596,0,345,782,0,0,0
山城,5,305021,3,2,3,3,0,73,0,0,0,38,1208,74,0,41,0,51,0,20,5,23,14,0,1503,92,0,51,0,51,0,20,5,23,14,0,2092,129,0,71,0,51,0,20,5,23,14,0,2976,184,0,102,0,51,0,20,5,23,14,0,29460,730,0,812,0,252,0,300,78,0,0,0,20622,1207,0,553,0,596,0,345,782,0,0,0
伊势,5,305031,3,2,3,3,0,75,0,0,0,39,1181,76,0,43,0,52,0,22,5,23,60,0,1469,95,0,53,0,52,0,22,5,23,60,0,2045,132,0,74,0,52,0,22,5,23,60,0,2909,188,0,106,0,52,0,22,5,23,60,0,28795,748,0,836,0,258,0,318,78,0,0,0,19293,1202,0,574,0,612,0,347,782,0,0,0
日向,5,305041,3,2,3,3,0,75,0,0,0,39,1181,76,0,43,0,52,0,22,5,23,60,0,1469,95,0,53,0,52,0,22,5,23,60,0,2045,132,0,74,0,52,0,22,5,23,60,0,2909,188,0,106,0,52,0,22,5,23,60,0,28795,748,0,836,0,258,0,318,78,0,0,0,19293,1202,0,574,0,612,0,347,782,0,0,0
长门,5,305051,5,3,3,3,0,79,0,0,0,40,1345,80,0,34,0,54,0,22,7,25,71,0,1673,100,0,42,0,54,0,22,7,25,71,0,2329,139,0,59,0,54,0,22,7,25,71,0,3314,199,0,84,0,54,0,22,7,25,71,0,32810,792,0,668,0,268,0,318,108,0,0,0,21983,1184,0,457,0,632,0,347,777,0,0,0
陆奥,5,305061,4,2,3,3,0,77,0,0,0,40,1309,78,0,34,0,53,0,22,6,25,34,0,1628,97,0,42,0,53,0,22,6,25,34,0,2266,136,0,59,0,53,0,22,6,25,34,0,3224,194,0,85,0,53,0,22,6,25,34,0,31915,772,0,676,0,266,0,324,96,0,0,0,21383,1193,0,457,0,627,0,346,779,0,0,0
加贺,5,305071,5,3,3,3,0,80,40,0,0,41,1376,81,40,35,0,55,0,22,8,26.5,42,0,1712,101,50,44,0,55,0,22,8,26.5,42,0,2383,141,70,61,0,55,0,22,8,26.5,42,0,3390,201,99,86,0,55,0,22,8,26.5,42,0,33565,800,396,684,0,272,0,324,114,0,0,0,22482,1180,939,464,0,643,0,346,781,0,0,0
三笠,5,305111,5,3,3,3,0,62,0,0,0,45,884,63,0,32,0,60,0,22,3,18,95,0,1100,79,0,40,0,60,0,22,3,18,95,0,1531,110,0,56,0,60,0,22,3,18,95,0,2178,156,0,79,0,60,0,22,3,18,95,0,21570,620,0,632,0,298,0,330,48,0,0,0,16170,1197,0,426,0,707,0,340,787,0,0,0
骏河,5,305141,5,3,3,3,0,80,39,0,0,38,1364,80,39,40,0,51,0,21,7,28.5,37,0,1697,100,49,50,0,51,0,21,7,28.5,37,0,2362,140,68,70,0,51,0,21,7,28.5,37,0,3360,199,98,99,0,51,0,21,7,28.5,37,0,33260,796,390,788,0,254,0,312,108,0,0,0,22284,1181,923,540,0,601,0,343,777,0,0,0
飞鹰,6,306011,3,2,2,3,0,0,0,0,51,43,860,0,0,46,52,58,0,25,19,25.5,43,19,1070,0,0,57,65,58,0,25,19,25.5,43,24,1490,0,0,80,90,58,0,25,19,25.5,43,33,2119,0,0,114,129,58,0,25,19,25.5,43,48,20985,0,0,900,512,288,0,372,276,0,0,190,14683,0,0,615,1127,680,0,233,654,0,0,287
隼鹰,6,306021,3,2,2,3,0,0,0,0,51,43,860,0,0,46,52,58,0,25,19,25.5,80,19,1070,0,0,57,65,58,0,25,19,25.5,80,24,1490,0,0,80,90,58,0,25,19,25.5,80,33,2119,0,0,114,129,58,0,25,19,25.5,80,47,20985,0,0,900,512,288,0,372,276,0,0,186,14683,0,0,615,1127,680,0,233,654,0,0,285
凤翔,6,306031,4,2,2,3,0,0,0,0,53,48,599,0,0,48,53,65,0,26,18,25,79,22,745,0,0,60,66,65,0,26,18,25,79,28,1037,0,0,83,93,65,0,26,18,25,79,39,1475,0,0,119,132,65,0,26,18,25,79,55,14600,0,0,940,528,322,0,390,270,0,0,220,10220,0,0,618,1140,758,0,230,650,0,0,317
祥凤,6,306051,3,2,2,3,0,0,0,0,51,49,714,0,0,46,52,65,0,25,19,28,24,20,888,0,0,57,65,65,0,25,19,28,24,25,1237,0,0,80,90,65,0,25,19,28,24,35,1759,0,0,114,129,65,0,25,19,28,24,50,17420,0,0,908,512,324,0,372,288,0,0,198,10446,0,0,607,1127,771,0,233,647,0,0,298
龙骧,6,306061,4,2,2,3,0,0,0,0,65,49,707,0,0,47,65,66,0,29,24,28,42,17,880,0,0,59,81,66,0,29,24,28,42,21,1225,0,0,82,113,66,0,29,24,28,42,30,1742,0,0,116,162,66,0,29,24,28,42,43,17255,0,0,920,646,326,0,432,348,0,0,170,12072,0,0,614,1203,777,0,223,642,0,0,264
龙凤,6,306071,5,3,2,3,0,0,0,0,59,52,824,0,0,52,59,69,0,27,19,26.5,70,27,1025,0,0,65,74,69,0,27,19,26.5,70,34,1427,0,0,90,103,69,0,27,19,26.5,70,47,2030,0,0,128,147,69,0,27,19,26.5,70,67,20105,0,0,1016,588,344,0,402,282,0,0,268,14067,0,0,614,1181,819,0,228,648,0,0,363
赤城,7,307011,5,3,2,3,0,0,0,0,77,36,1128,0,0,61,78,48,0,31,13,31.5,42,0,1403,0,0,76,97,48,0,31,13,31.5,42,0,1953,0,0,106,136,48,0,31,13,31.5,42,0,2778,0,0,151,194,48,0,31,13,31.5,42,0,27500,0,0,1196,772,238,0,456,192,0,0,0,8250,0,0,589,1193,565,0,0,768,0,0,0
加贺,7,307021,5,3,2,3,0,0,0,0,77,36,1159,0,0,61,78,48,0,31,11,28,42,0,1442,0,0,76,97,48,0,31,11,28,42,0,2007,0,0,106,136,48,0,31,11,28,42,0,2855,0,0,151,193,48,0,31,11,28,42,0,28265,0,0,1200,768,238,0,456,168,0,0,0,8480,0,0,585,1196,565,0,0,767,0,0,0
苍龙,7,307031,4,2,2,3,0,0,0,0,73,33,875,0,0,59,74,45,0,29,14,34,36,0,1088,0,0,73,92,45,0,29,14,34,36,0,1515,0,0,102,129,45,0,29,14,34,36,0,2155,0,0,146,184,45,0,29,14,34,36,0,21330,0,0,1156,732,222,0,432,204,0,0,0,12798,0,0,599,1205,521,0,0,766,0,0,0
飞龙,7,307041,4,2,2,3,0,0,0,0,74,33,912,0,0,59,74,45,0,29,14,34,36,0,1134,0,0,73,92,45,0,29,14,34,36,0,1579,0,0,102,129,45,0,29,14,34,36,0,2246,0,0,145,184,45,0,29,14,34,36,0,22235,0,0,1148,736,222,0,432,204,0,0,0,13341,0,0,600,1203,521,0,0,766,0,0,0
翔鹤,7,307051,5,3,2,3,0,0,0,0,75,33,1152,0,0,66,79,44,0,30,14,34.2,49,0,1433,0,0,82,99,44,0,30,14,34.2,49,0,1995,0,0,115,138,44,0,30,14,34.2,49,0,2837,0,0,164,197,44,0,30,14,34.2,49,0,28090,0,0,1300,786,220,0,444,204,0,0,0,8424,0,0,554,1186,515,0,0,766,0,0,0
瑞鹤,7,307061,5,3,2,3,0,0,0,0,77,33,1231,0,0,61,79,44,0,30,14,34.5,73,0,1531,0,0,76,99,44,0,30,14,34.5,73,0,2132,0,0,106,138,44,0,30,14,34.5,73,0,3033,0,0,151,197,44,0,30,14,34.5,73,0,30025,0,0,1200,786,220,0,444,210,0,0,0,9008,0,0,585,1186,515,0,0,760,0,0,0
大凤,7,307071,5,3,3,3,0,0,0,0,75,33,1240,0,0,60,76,44,0,28,13,33.3,36,0,1543,0,0,75,95,44,0,28,13,33.3,36,0,2148,0,0,104,132,44,0,28,13,33.3,36,0,3055,0,0,149,189,44,0,28,13,33.3,36,0,30250,0,0,1180,750,220,0,420,198,0,0,0,12096,0,0,592,1202,515,0,0,762,0,0,0
小赤城,7,307091,4,2,2,3,0,0,0,0,74,34,1077,0,0,59,75,46,0,31,13,31.5,42,0,1340,0,0,73,94,46,0,31,13,31.5,42,0,1865,0,0,102,131,46,0,31,13,31.5,42,0,2654,0,0,145,186,46,0,31,13,31.5,42,0,26280,0,0,1152,740,228,0,456,192,0,0,0,5779,0,0,599,1204,537,0,-1,768,0,0,0
赤城(μ兵装),7,307101,5,3,2,3,0,0,0,0,77,36,1128,0,0,61,78,48,0,31,13,31.5,42,0,1403,0,0,76,97,48,0,31,13,31.5,42,0,1953,0,0,106,136,48,0,31,13,31.5,42,0,2778,0,0,151,193,48,0,31,13,31.5,42,0,27500,0,0,1196,768,238,0,456,192,0,0,0,6050,0,0,589,1196,565,0,-1,768,0,0,0
伊19,8,308011,5,3,1,3,200,11,105,0,0,30,349,11,106,0,0,41,0,58,10,18.8,19,0,434,14,132,0,0,41,0,58,10,18.8,19,0,604,19,184,0,0,41,0,58,10,18.8,19,0,860,27,263,0,0,41,0,58,10,18.8,19,0,8515,108,1046,0,0,202,0,864,144,0,0,0,8505,252,1309,0,0,473,0,0,776,0,0,0
伊26,8,308021,4,2,1,3,218,11,99,0,0,30,333,11,100,0,0,40,0,56,10,18.8,26,0,414,14,125,0,0,40,0,56,10,18.8,26,0,577,19,174,0,0,40,0,56,10,18.8,26,0,821,28,249,0,0,40,0,56,10,18.8,26,0,8130,112,990,0,0,200,0,834,144,0,0,0,8120,263,1240,0,0,468,0,0,776,0,0,0
伊58,8,308031,4,2,1,3,268,11,96,0,0,22,335,11,97,0,0,29,0,58,7,14.4,58,0,417,14,121,0,0,29,0,58,7,14.4,58,0,580,19,169,0,0,29,0,58,7,14.4,58,0,826,27,241,0,0,29,0,58,7,14.4,58,0,8180,108,960,0,0,144,0,852,108,0,0,0,8170,252,1200,0,0,344,0,0,777,0,0,0
伊25,8,308041,4,2,1,3,218,12,98,0,0,19,314,12,99,0,0,26,0,61,10,18.8,25,0,391,15,124,0,0,26,0,61,10,18.8,25,0,544,21,173,0,0,26,0,61,10,18.8,25,0,773,30,246,0,0,26,0,61,10,18.8,25,0,7650,122,980,0,0,128,0,900,144,0,0,0,7650,283,1225,0,0,300,0,-6,776,0,0,0
伊56,8,308051,4,2,1,3,248,11,96,0,0,17,335,11,97,0,0,23,0,57,7,14.4,46,0,417,14,121,0,0,23,0,57,7,14.4,46,0,580,19,169,0,0,23,0,57,7,14.4,46,0,826,27,240,0,0,23,0,57,7,14.4,46,0,8180,108,956,0,0,116,0,840,108,0,0,0,8170,252,1194,0,0,267,0,4,777,0,0,0
伊168,8,308061,5,3,1,3,195,12,103,0,0,32,321,12,104,0,0,42,0,59,9,18.4,22,0,399,15,130,0,0,42,0,59,9,18.4,22,0,556,21,181,0,0,42,0,59,9,18.4,22,0,791,30,258,0,0,42,0,59,9,18.4,22,0,7840,122,1028,0,0,210,0,876,138,0,0,0,7830,283,1282,0,0,495,0,-7,772,0,0,0
明石,12,312011,5,3,1,3,0,8,0,0,0,50,682,8,0,30,0,66,0,37,8,19.2,53,0,848,10,0,37,0,66,0,37,8,19.2,53,0,1181,14,0,52,0,66,0,37,8,19.2,53,0,1680,20,0,74,0,66,0,37,8,19.2,53,0,16630,82,0,584,0,330,0,540,114,0,0,0,11641,188,0,399,0,780,0,0,1081,0,0,0
伊13,17,317011,5,3,1,3,198,9,98,0,46,30,428,9,99,0,47,40,0,59,7,13.4,20,0,533,11,124,0,59,40,0,59,7,13.4,20,0,742,16,173,0,82,40,0,59,7,13.4,20,0,1055,23,246,0,116,40,0,59,7,13.4,20,0,10450,92,980,0,462,198,0,870,102,0,0,0,10440,216,1225,0,1072,470,0,-1,783,0,0,0
伊吹,3,399011,5,3,2,3,0,74,80,0,0,51,824,51,54,36,0,69,0,47,10,28,0,0,824,51,54,36,0,69,0,47,10,28,0,0,824,51,54,36,0,69,0,47,10,28,0,0,824,51,54,36,0,69,0,47,10,28,0,0,20095,992,1068,712,0,342,0,690,144,0,0,0,5024,616,608,481,0,806,0,-1,1976,0,0,0
出云,5,399021,5,3,3,3,0,123,0,0,0,40,1423,84,0,44,0,54,0,20,7,28,0,0,1423,84,0,44,0,54,0,20,7,28,0,0,1423,84,0,44,0,54,0,20,7,28,0,0,1423,84,0,44,0,54,0,20,7,28,0,0,34700,1644,0,864,0,268,0,300,108,0,0,0,24290,94,0,591,0,632,0,345,777,0,0,0
北风,1,399031,5,3,1,3,0,24,111,0,0,61,454,16,75,37,0,82,0,75,72,44,0,49,454,16,75,37,0,82,0,75,72,44,0,49,454,16,75,37,0,82,0,75,72,44,0,49,454,16,75,37,0,82,0,75,72,44,0,49,11075,316,1476,716,0,408,0,1110,1062,0,0,484,2769,217,466,492,0,965,0,-536,-620,0,0,448
